"","subitem","subject.x","item.x","list","exp","integrated","related.x","n2num.x","text","X","X.1","X.2","X.3","X.4","animacy","LengthChar.Head","LengthChar.Prep","LengthChar.Adj","LengthChar.Noun","LengthPhon.Head","LengthPhon.Prep","LengthPhon.Adj","LengthPhon.Noun","LengthSylHead","LengthSyll.Prep","LengthSyll.Adj","LengthSyll.Noun","Freq1Mil.Head","FreqMil.Prep","FreqMil.Adj","FreqMil.N1","LogFr.Head","LogFreq.Prep","LogFreq.Adj","LogFreq.N1","RelatedHL","RelatedLH","Integrated","Ass..H.L","Ass..L.HP","Ass..L.HS","AssArc.H.L","AssArc.L.HP","AssArc.L.HS","Plausibility","maincode","dysfluency","subject.y","item.y","transciption"
"441","170-19",170,19,2,"SemRel","integ","unrel","plur","The","resort","with","the","elaborate","gardens","I",6,4,9,7,6,3,8,6,2,1,4,2,6.65,6749.25,2.98,4.02,0.88,3.83,0.6,0.7,2.38,3.33,4.13,0,0,0,0,0,0,6.5,"C","",170,19,"the resort with the elaborate gardens was very pretty"
"442","170-20",170,20,2,"SemRel","integ","unrel","plur","The","hydrant","with","the","bright","reflectors","I",7,4,6,10,8,3,4,10,2,1,1,3,1,5044.84,42.31,0.14,0.3,3.7,1.64,0.06,2.08,2,3.83,0,0,0,0,0,0,4.92,"U","",170,20,"the hydrant with the bright reflectors attracted a lot of kids"
"443","170-21",170,21,2,"SemRel","integ","unrel","plur","The","guitar","with","the","faulty","pedals","I",6,4,6,6,5,3,5,6,2,1,2,2,15.53,5044.84,1.63,0.75,1.22,3.7,0.42,0.24,3.75,3.13,4.08,0,0,0,0,0,0,2.5,"C","",170,21,"the guitar with the faulty pedals was useless"
"444","170-22",170,22,2,"SemRel","integ","unrel","sing","The","trainer","for","the","confident","actor","A",7,3,9,5,6,3,9,5,2,1,3,2,5.49,6749.25,10.65,26.2,0.81,3.83,1.07,1.43,3.5,3.5,3.5,0,0,0,0,0,0,5.67,"C","",170,22,"the trainer for the confident actor was bored"
"445","170-23",170,23,2,"SemRel","integ","unrel","sing","The","canoe","with","the","weathered","flag","I",5,4,9,4,4,3,5,4,2,1,2,1,3.53,5044.84,0.18,17.1,0.66,3.7,0.07,1.26,1.42,1.08,1.83,0,0,0,0,0,0,4.58,"P","",170,23,"the canoe with the weathered flags still sailed perfectly"
"446","170-24",170,24,2,"SemRel","integ","unrel","sing","The","camera","with","the","special","manual","I",6,4,7,6,6,3,6,7,3,1,2,3,56.9,5044.84,148.2,5.75,1.76,3.7,2.17,0.83,5.17,2.92,5,0,0,0,0,0,0,5.58,"C","",170,24,"the camera with the special manual was difficult to un-to use"
"447","176-1",176,1,8,"SemRel","unint","unrel","plur","The","envelope","by","the","photo","albums","I",8,2,5,6,7,2,4,6,3,1,2,2,10.04,1212.84,22.82,2.33,1.04,3.08,1.38,0.52,2.83,2.17,1.92,0,0,0,0,0,0,4.58,"C","",176,1,"the envelope by the photo albums was empty"
"448","176-2",176,2,8,"SemRel","unint","unrel","plur","The","cake","by","the","candy","figurines","I",4,2,5,9,3,2,5,9,1,1,2,3,44.84,1212.84,35.55,0.49,1.66,3.08,1.56,0.17,3.92,3.58,3.5,0,0,0,0,0,0,5.55,"C","",176,2,"the cake by the candy figurines was fake"
"449","176-3",176,3,8,"SemRel","unint","unrel","plur","The","hammer","by","the","rigid","pegs","I",6,2,5,4,5,2,5,4,2,1,2,1,10.18,1212.84,1.86,0.25,1.05,3.08,0.46,0.1,5.08,4.08,4.33,0,0,0,0,0,0,4.83,"U","",176,3,"the hammer by the rigid pegs didn't work"
"450","176-4",176,4,8,"SemRel","unint","unrel","sing","The","coach","near","the","disruptive","teenager","A",5,4,10,8,4,3,9,7,1,1,3,3,29.33,59.14,0.43,6.92,1.48,1.78,0.16,0.9,4.25,2.58,3,0,0,0,0,0,0,5.08,"U","",176,4,"the coach near the disruptive teenager yelled at him"
"451","176-5",176,5,8,"SemRel","unint","unrel","sing","The","tent","near","the","sturdy","cushion","I",4,4,6,7,4,3,6,5,1,1,2,2,17.39,59.14,1.69,1.86,1.26,1.78,0.43,0.46,1.92,2.08,1.67,0,0,0,0,0,0,2.83,"C","",176,5,"the tent near the sturdy cushion was broken"
"452","176-6",176,6,8,"SemRel","unint","unrel","sing","The","dam","by","the","musty","factory","I",3,2,5,7,3,2,5,7,1,1,2,3,5.29,1212.84,0.49,2.31,0.8,3.08,0.17,0.52,2,3.33,2.5,0,5,0,0,0.45,0,4.17,"C","",176,6,"the dam by the musty factory was gross"
"453","176-7",176,7,8,"SemRel","unint","rel","plur","The","necklace","near","the","colorful","diamonds","I",8,4,8,8,6,3,8,7,2,1,3,2,9.71,59.14,3.14,17.04,1.03,1.78,0.62,1.26,6.33,5.5,3.83,2.5,0,5,0.32,0,0.45,4.42,"C","",176,7,"the necklace near the colorful diamonds was expensive"
"454","176-8",176,8,8,"SemRel","unint","rel","plur","The","fortress","near","the","ancient","walls","I",8,4,7,5,7,3,6,4,2,1,2,1,3.37,59.14,21.61,24.16,0.64,1.78,1.35,1.4,6.25,6.33,4.58,0,0,0,0,0,0,5.5,"C","",176,8,"the fortress near the ancient walls was tall"
"455","176-10",176,10,8,"SemRel","unint","rel","sing","The","vase","near","the","vibrant","flower","I",4,4,7,6,3,3,7,5,1,1,2,2,3.84,59.14,1.02,22.14,0.69,1.78,0.31,1.36,5.75,6.78,5.08,15,0,2.5,0.8,0,0.32,4,"C","",176,10,"the vase near the vibrant flower was see-through"
"456","176-11",176,11,8,"SemRel","unint","rel","sing","The","banana","near","the","popular","sundae","I",6,4,7,6,6,3,8,5,3,1,3,2,10.61,59.14,23.22,1.59,1.06,1.78,1.38,0.41,5.08,5.75,3.67,0,0,5,0,0,0.45,3.75,"C","",176,11,"the banana near the popular sundae was good"
"457","176-12",176,12,8,"SemRel","unint","rel","sing","The","bodyguard","near","the","nervous","actress","A",9,4,7,7,8,3,6,6,3,1,2,2,5.71,59.14,67.04,15.96,0.83,1.78,1.83,1.23,4.83,4.09,4.58,0,0,0,0,0,0,6.75,"U","",176,12,"the bodyguard near the nervous actress did well"
"458","176-13",176,13,8,"SemRel","integ","unrel","plur","The","bicycle","with","the","warped","baskets","I",7,4,6,7,8,3,4,7,3,1,1,2,6.55,5044.84,1.35,1.61,0.88,3.7,0.37,0.42,4.58,3,5,0,0,0,0,0,0,4.58,"C","",176,13,"the bicycle with the warped baskets was broken"
"459","176-15",176,15,8,"SemRel","integ","unrel","plur","The","church","with","the","giant","driveways","I",6,4,5,9,6,3,5,7,1,1,2,2,68.73,5044.84,20.18,0.2,1.84,3.7,1.33,0.08,1.92,2.42,3.08,0,0,0,0,0,0,5,"C","",176,15,"the church with the giant driveways was busy"
"460","176-16",176,16,8,"SemRel","integ","unrel","sing","The","eraser","for","the","novelty","pen","I",6,3,7,3,6,3,7,3,3,1,3,1,1,6749.25,1.67,23.9,0.3,3.83,0.43,1.4,4.33,3.33,4.92,0,2.5,2.5,0,0.32,0.32,4.33,"U","",176,16,"the eraser for the novelty pen worked well"
"461","176-18",176,18,8,"SemRel","integ","unrel","sing","The","table","for","the","antique","lamp","I",5,3,7,4,5,3,5,4,2,1,2,1,105.2,6749.25,4.35,12.82,2.03,3.83,0.73,1.14,5,5,4.08,0,0,10,0,0,0.64,5.92,"C","",176,18,"the table for the antique lamp was cool"
"462","176-19",176,19,8,"SemRel","integ","rel","plur","The","resort","with","the","elongated","pools","I",6,4,9,5,6,3,9,4,2,1,4,1,6.65,6749.25,0.31,2.29,0.88,3.83,0.12,0.52,6.25,6.17,4.92,0,0,0,0,0,0,6.17,"C","",176,19,"the resort with the elongated pools was expensive"
"463","176-20",176,20,8,"SemRel","integ","rel","plur","The","hydrant","with","the","bent","hoses","I",7,4,5,5,8,3,4,5,2,1,1,2,1,5044.84,1.02,1.08,0.3,3.7,0.31,0.32,6.33,4.27,5.92,0,0,0,0,0,0,3.67,"C","",176,20,"the hydrant with the bent hoses was near my house"
"464","176-22",176,22,8,"SemRel","integ","rel","sing","The","trainer","for","the","confident","boxer","A",7,3,9,5,6,3,9,6,2,1,3,2,5.49,6749.25,10.65,3.82,0.81,3.83,1.07,0.68,6.64,5.67,6,0,0,0,0,0,0,5.92,"C","",176,22,"the trainer for the confident boxer was tough"
"465","176-23",176,23,8,"SemRel","integ","rel","sing","The","canoe","with","the","weathered","oar","I",5,4,9,3,4,3,5,3,2,1,2,1,3.53,5044.84,0.18,0.67,0.66,3.7,0.07,0.22,6.67,6.08,6,0,0,10,0,0,0.64,6.25,"U","",176,23,"the canoe with the weathered oar broke"
"466","176-24",176,24,8,"SemRel","integ","rel","sing","The","camera","with","the","special","lens","I",6,4,7,4,6,3,6,4,3,1,2,1,56.9,5044.84,148.2,4.67,1.76,3.7,2.17,0.75,6.75,6.58,6.58,2.5,0,20,0.32,0,0.93,6.75,"C","",176,24,"the camera with the special lens works really well"
"467","178-1",178,1,2,"SemRel","integ","rel","plur","The","envelope","for","the","formal","letters","I",8,3,6,7,7,3,5,6,3,1,2,1,10.04,6749.25,8.31,37.37,1.04,3.83,0.97,1.58,6.5,6.45,5.83,0,0,2.5,0,0,0.32,6.5,"E","",178,1,"the envelope for the formal letters were very fancy"
"468","178-2",178,2,2,"SemRel","integ","rel","plur","The","cake","with","the","colored","candles","I",4,4,7,7,3,3,6,6,1,1,2,2,44.84,5044.84,5.06,10.45,1.66,3.7,0.78,1.06,5.17,5.92,5.5,0,0,0,0,0,0,6.42,"C","",178,2,"the cake with the colored candles was for his birthday"
"469","178-3",178,3,2,"SemRel","integ","rel","plur","The","hammer","for","the","rusty","nails","I",6,3,6,5,5,3,5,5,2,1,2,1,10.18,6749.25,4.45,10.82,1.05,3.83,0.74,1.07,6.75,6.83,5.42,2.5,2.5,22.5,0.32,0.32,0.99,6,"C","",178,3,"the hammer for the rusty nails is in the corner"
"470","178-5",178,5,2,"SemRel","integ","rel","sing","The","tent","with","the","sturdy","pole","I",4,4,6,4,4,3,6,3,1,1,2,1,17.39,5044.84,1.69,12.47,1.26,3.7,0.43,1.13,5.83,5.25,6,0,0,2.5,0,0,0.32,6.18,"U","",178,5,"the tent with the sturdy pole stood up forever"
"471","178-6",178,6,2,"SemRel","integ","rel","sing","The","dam","for","the","murky","river","I",3,3,5,5,3,3,5,5,1,1,2,2,5.29,6749.25,0.61,55.31,0.8,3.83,0.21,1.75,5.83,6.33,6.17,12.5,0,0,0.72,0,0,5.33,"C","",178,6,"the dam for the murky river was flooded"
"472","178-7",178,7,2,"SemRel","unint","unrel","plur","The","necklace","near","the","colorful","feathers","I",8,4,8,8,6,3,8,6,2,1,3,2,9.71,59.14,3.14,5.71,1.03,1.78,0.62,0.83,2.58,1.92,2,0,0,0,0,0,0,4.83,"C","",178,7,"the necklace near the colorful feathers was also colorful"
"473","178-8",178,8,2,"SemRel","unint","unrel","plur","The","fortress","near","the","ancient","farms","I",8,4,7,5,7,3,6,4,2,1,2,1,3.37,59.14,21.61,2.76,0.64,1.78,1.35,0.58,1.25,2.92,1.67,0,0,0,0,0,0,5,"C","",178,8,"the fortress near the ancient farms was very old"
"474","178-9",178,9,2,"SemRel","unint","unrel","plur","The","butler","near","the","spoiled","kids","A",6,4,7,4,6,3,5,4,2,1,2,1,6.8,59.14,2.18,300.86,0.89,1.78,0.5,2.48,2.92,2.5,2.92,0,0,0,0,0,0,6,"C","",178,9,"the butler near the spoiled kids was very annoyed"
"475","178-10",178,10,2,"SemRel","unint","unrel","sing","The","vase","near","the","vibrant","cover","I",4,4,7,5,3,3,7,5,1,1,2,2,3.84,59.14,1.02,34.55,0.69,1.78,0.31,1.55,1.92,2,2.5,0,0,0,0,0,0,4.08,"C","",178,10,"the vase near the vibrant cover was plain"
"476","178-11",178,11,2,"SemRel","unint","unrel","sing","The","banana","near","the","popular","sandwich","I",6,4,7,8,6,3,8,7,3,1,3,2,10.61,59.14,23.22,21.47,1.06,1.78,1.38,1.35,3.67,2.18,2.58,0,0,0,0,0,0,4.58,"C","",178,11,"the banana near the popular sandwich was old and rotten"
"477","178-12",178,12,2,"SemRel","unint","unrel","sing","The","bodyguard","near","the","nervous","jeweler","A",9,4,7,7,8,3,6,7,3,1,2,3,5.71,59.14,67.04,1,0.83,1.78,1.83,0.3,2.64,3.08,2.67,0,0,0,0,0,0,5.25,"C","",178,12,"the bodyguard near the nervous jeweler was calm and ready"
"478","178-15",178,15,2,"SemRel","unint","rel","plur","The","church","near","the","giant","crosses","I",6,4,5,7,6,3,5,6,1,1,2,2,68.73,59.14,20.18,2.33,1.84,1.78,1.33,0.52,6.67,6.33,5.17,0,0,7.5,0,0,0.55,5.75,"C","",178,15,"the church near the giant crosses was brand new"
"479","178-16",178,16,2,"SemRel","unint","rel","sing","The","eraser","near","the","novelty","pencil","I",6,4,7,6,6,3,7,6,3,1,3,2,1,59.14,1.67,9.67,0.3,1.78,0.43,1.03,6.5,6.75,4.58,27.5,0,15,1.1,0,0.8,5.25,"U","",178,16,"the eraser near the novelty pencil looked brand new"
"480","178-17",178,17,2,"SemRel","unint","rel","sing","The","waitress","by","the","impatient","diner","A",8,2,9,5,6,2,8,5,2,1,3,2,9.67,1212.84,4.04,12.39,1.03,3.08,0.7,1.13,6.58,6.25,4.25,5,0,2.5,0.45,0,0.32,5.83,"C","",178,17,"the waitress by the impatient diner was not tipped well"
"481","178-18",178,18,2,"SemRel","unint","rel","sing","The","table","by","the","antique","chair","I",5,2,7,5,5,2,5,4,2,1,2,1,105.2,1212.84,4.35,48.02,2.03,3.08,0.73,1.69,6.5,6.17,3.17,17.5,0,0,0.86,0,0,5.92,"C","",178,18,"the table by the antique chair was also antique"
"482","178-19",178,19,2,"SemRel","integ","unrel","plur","The","resort","with","the","elaborate","gardens","I",6,4,9,7,6,3,8,6,2,1,4,2,6.65,6749.25,2.98,4.02,0.88,3.83,0.6,0.7,2.38,3.33,4.13,0,0,0,0,0,0,6.5,"C","",178,19,"the resort with the elaborate gardens was very expensive"
"483","178-20",178,20,2,"SemRel","integ","unrel","plur","The","hydrant","with","the","bright","reflectors","I",7,4,6,10,8,3,4,10,2,1,1,3,1,5044.84,42.31,0.14,0.3,3.7,1.64,0.06,2.08,2,3.83,0,0,0,0,0,0,4.92,"C","",178,20,"the hydrant with the bright reflectors was never parked next to"
"484","178-22",178,22,2,"SemRel","integ","unrel","sing","The","trainer","for","the","confident","actor","A",7,3,9,5,6,3,9,5,2,1,3,2,5.49,6749.25,10.65,26.2,0.81,3.83,1.07,1.43,3.5,3.5,3.5,0,0,0,0,0,0,5.67,"C","",178,22,"the trainer for the confident actor was also annoyed"
"485","178-23",178,23,2,"SemRel","integ","unrel","sing","The","canoe","with","the","weathered","flag","I",5,4,9,4,4,3,5,4,2,1,2,1,3.53,5044.84,0.18,17.1,0.66,3.7,0.07,1.26,1.42,1.08,1.83,0,0,0,0,0,0,4.58,"C","",178,23,"the canoe with the weathered flag was his favorite"
"486","178-24",178,24,2,"SemRel","integ","unrel","sing","The","camera","with","the","special","manual","I",6,4,7,6,6,3,6,7,3,1,2,3,56.9,5044.84,148.2,5.75,1.76,3.7,2.17,0.83,5.17,2.92,5,0,0,0,0,0,0,5.58,"C","",178,24,"the camera with the special manual was eight hundred dollars"
"487","182-1",182,1,6,"SemRel","unint","rel","plur","The","envelope","by","the","formal","letters","I",8,2,6,7,7,2,5,6,3,1,2,1,10.04,1212.84,8.31,37.37,1.04,3.08,0.97,1.58,6.5,6.45,4.67,0,0,2.5,0,0,0.32,6.17,"C","",182,1,"the envelope by the formal letters was unopened"
"488","182-2",182,2,6,"SemRel","unint","rel","plur","The","cake","by","the","colored","candles","I",4,2,7,7,3,2,6,6,1,1,2,2,44.84,1212.84,5.06,10.45,1.66,3.08,0.78,1.06,5.17,5.92,5.18,0,0,0,0,0,0,5.08,"C","",182,2,"the cake by the colored candles was lit"
"489","182-3",182,3,6,"SemRel","unint","rel","plur","The","hammer","by","the","rusty","nails","I",6,2,6,5,5,2,5,5,2,1,2,1,10.18,1212.84,4.45,10.82,1.05,3.08,0.74,1.07,6.75,6.83,4.67,2.5,2.5,22.5,0.32,0.32,0.99,6.42,"U","",182,3,"the hammer by the rusty nails looked unused"
"490","182-5",182,5,6,"SemRel","unint","rel","sing","The","tent","near","the","sturdy","pole","I",4,4,6,4,4,3,6,3,1,1,2,1,17.39,59.14,1.69,12.47,1.26,1.78,0.43,1.13,5.83,5.25,4.58,0,0,2.5,0,0,0.32,5.67,"C","",182,5,"the tent near the sturdy pole was very sturdy"
"491","182-6",182,6,6,"SemRel","unint","rel","sing","The","dam","by","the","murky","river","I",3,2,5,5,3,2,5,5,1,1,2,2,5.29,1212.84,0.61,55.31,0.8,3.08,0.21,1.75,5.83,6.33,5.45,12.5,0,0,0.72,0,0,5.83,"C","",182,6,"the dam by the murky river was blocked"
"492","182-7",182,7,6,"SemRel","integ","unrel","plur","The","necklace","with","the","colorful","feathers","I",8,4,8,8,6,3,8,6,2,1,3,2,9.71,5044.84,3.14,5.71,1.03,3.7,0.62,0.83,2.58,1.92,3.67,0,0,0,0,0,0,5,"C","",182,7,"the necklace with the colorful feathers is beautiful"
"493","182-8",182,8,6,"SemRel","integ","unrel","plur","The","fortress","with","the","ancient","farms","I",8,4,7,5,7,3,6,4,2,1,2,1,3.37,5044.84,21.61,2.76,0.64,3.7,1.35,0.58,1.25,2.92,3.08,0,0,0,0,0,0,3.83,"C","",182,8,"the fortress with the ancient farms was incredibly beautiful"
"494","182-9",182,9,6,"SemRel","integ","unrel","plur","The","butler","for","the","spoiled","kids","A",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,0,0,0,0,0,0,6.36,"C","",182,9,"the butler for the spoiled kids was annoyed"
"495","182-10",182,10,6,"SemRel","integ","unrel","sing","The","vase","with","the","vibrant","cover","I",4,4,7,5,3,3,7,5,1,1,2,2,3.84,5044.84,1.02,34.55,0.69,3.7,0.31,1.55,1.92,2,3.58,0,0,0,0,0,0,5.58,"C","",182,10,"the vase with the vibrant cover was beautiful"
"496","182-11",182,11,6,"SemRel","integ","unrel","sing","The","banana","for","the","popular","sandwich","I",6,3,7,8,6,3,8,7,3,1,3,2,10.61,6749.25,23.22,21.47,1.06,3.83,1.38,1.35,3.67,2.18,3.67,0,0,0,0,0,0,3.92,"C","",182,11,"the banana for the popular sandwich was rotten"
"497","182-13",182,13,6,"SemRel","integ","rel","plur","The","bicycle","with","the","warped","tires","I",7,4,6,5,8,3,4,5,3,1,1,1,6.55,5044.84,1.35,2.67,0.88,3.7,0.37,0.56,6.17,6.25,6,0,0,0,0,0,0,5.58,"N","",182,13,"the bicycle with the warped tires no longer worked"
"498","182-15",182,15,6,"SemRel","integ","rel","plur","The","church","with","the","giant","crosses","I",6,4,5,7,6,3,5,6,1,1,2,2,68.73,5044.84,20.18,2.33,1.84,3.7,1.33,0.52,6.67,6.33,6.67,0,0,7.5,0,0,0.55,6.67,"C","",182,15,"the church with the giant crosses was open"
"499","182-16",182,16,6,"SemRel","integ","rel","sing","The","eraser","for","the","novelty","pencil","I",6,3,7,6,6,3,7,6,3,1,3,2,1,6749.25,1.67,9.67,0.3,3.83,0.43,1.03,6.5,6.75,5.92,27.5,0,15,1.1,0,0.8,6.58,"C","",182,16,"the eraser for the novelty pencil was hilarious"
"500","182-18",182,18,6,"SemRel","integ","rel","sing","The","table","for","the","antique","chair","I",5,3,7,5,5,3,5,4,2,1,2,1,105.2,6749.25,4.35,48.02,2.03,3.83,0.73,1.69,6.5,6.17,5.75,17.5,0,0,0.86,0,0,6.09,"U","",182,18,"the table for the antique chair did not match as well as they'd hoped"
"501","182-19",182,19,6,"SemRel","unint","unrel","plur","The","resort","near","the","elaborate","gardens","I",6,4,9,7,6,3,8,6,2,1,4,2,6.65,59.14,2.98,4.02,0.88,1.78,0.6,0.7,2.38,3.33,2.92,0,0,0,0,0,0,5.17,"C","",182,19,"the resort near the elaborate gardens was closed"
"502","182-20",182,20,6,"SemRel","unint","unrel","plur","The","hydrant","near","the","bright","reflectors","I",7,4,6,10,8,3,4,10,2,1,1,3,1,59.14,42.31,0.14,0.3,1.78,1.64,0.06,2.08,2,2.42,0,0,0,0,0,0,3.83,"C","",182,20,"the hydrant near the bright reflectors is broken"
"503","182-21",182,21,6,"SemRel","unint","unrel","plur","The","guitar","near","the","faulty","pedals","I",6,4,6,6,5,3,5,6,2,1,2,2,15.53,59.14,1.63,0.75,1.22,1.78,0.42,0.24,3.75,3.13,3.58,0,0,0,0,0,0,3.83,"C","",182,21,"the guitar near the faulty pedals was broken"
"504","182-22",182,22,6,"SemRel","unint","unrel","sing","The","trainer","near","the","confident","actor","A",7,4,9,5,6,3,9,5,2,1,3,2,5.49,59.14,10.65,26.2,0.81,1.78,1.07,1.43,3.5,3.5,2.83,0,0,0,0,0,0,6.42,"C","",182,22,"the trainer near the confident actor was also confident"
"505","182-24",182,24,6,"SemRel","unint","unrel","sing","The","camera","by","the","special","manual","I",6,2,7,6,6,2,6,7,3,1,2,3,56.9,1212.84,148.2,5.75,1.76,3.08,2.17,0.83,5.17,2.92,2.92,0,0,0,0,0,0,5.08,"C","",182,24,"the camera by the special manual was complicated"
"506","185-1",185,1,1,"SemRel","integ","rel","sing","The","envelope","for","the","formal","letter","I",8,3,6,6,7,3,5,5,3,1,2,2,10.04,6749.25,8.31,82.53,1.04,3.83,0.97,1.92,7,6.25,6.5,27.5,0,10,1.1,0,0.64,6.25,"C","",185,1,"the envelope for the formal letter was white"
"507","185-2",185,2,1,"SemRel","integ","rel","sing","The","cake","with","the","colored","candle","I",4,4,7,6,3,3,6,5,1,1,2,2,44.84,5044.84,5.06,8,1.66,3.7,0.78,0.95,6,5.42,6,2.5,2.5,0,0.32,0.32,0,6.25,"C","",185,2,"the cake with the colored candle was for a birthday"
"508","185-3",185,3,1,"SemRel","integ","rel","sing","The","hammer","for","the","rusty","nail","I",6,3,6,4,5,3,5,4,2,1,2,1,10.18,6749.25,4.45,10.45,1.05,3.83,0.74,1.06,7,6.33,5.92,35,0,25,1.27,0,1.05,5.08,"C","",185,3,"the hammer for the rusty nail was old too"
"509","185-4",185,4,1,"SemRel","unint","unrel","plur","The","coach","near","the","disruptive","teenagers","A",5,4,10,9,4,3,9,8,1,1,3,3,29.33,59.14,0.43,4.29,1.48,1.78,0.16,0.72,3.83,3.58,2.17,0,0,0,0,0,0,5.25,"C","",185,4,"the coach near the disruptive teenagers was loud"
"510","185-5",185,5,1,"SemRel","unint","unrel","plur","The","tent","near","the","sturdy","cushions","I",4,4,6,8,4,3,6,6,1,1,2,2,17.39,59.14,1.69,1.16,1.26,1.78,0.43,0.33,2.08,2.33,1.75,0,0,0,0,0,0,2.5,"C","",185,5,"the tent near the sturdy cushions was broken"
"511","185-6",185,6,1,"SemRel","unint","unrel","plur","The","dam","by","the","musty","factories","I",3,2,5,9,3,2,5,8,1,1,2,3,5.29,1212.84,0.49,16.8,0.8,3.08,0.17,1.25,1.92,3.27,2.67,0,2.5,0,0,0.32,0,4.5,"C","",185,6,"the dam by the musty factories was overflowing"
"512","185-8",185,8,1,"SemRel","unint","unrel","sing","The","fortress","near","the","ancient","farm","I",8,4,7,4,7,3,6,3,2,1,2,1,3.37,59.14,21.61,29.76,0.64,1.78,1.35,1.49,2,2.17,2.67,0,0,0,0,0,0,4,"C","",185,8,"the fortress near the ancient farm was old"
"513","185-9",185,9,1,"SemRel","unint","unrel","sing","The","butler","near","the","spoiled","kid","A",6,4,7,3,6,3,5,3,2,1,2,1,6.8,59.14,2.18,327.47,0.89,1.78,0.5,2.52,1.25,1.5,2.33,0,0,0,0,0,0,5.17,"C","",185,9,"the butler near the spoiled kid was annoyed"
"514","185-10",185,10,1,"SemRel","unint","rel","plur","The","vase","near","the","vibrant","flowers","I",4,4,7,7,3,3,7,6,1,1,2,2,3.84,59.14,1.02,46.61,0.69,1.78,0.31,1.68,6.42,6.33,4.67,25,0,0,1.05,0,0,5.83,"C","",185,10,"the vase near the vibrant flowers was white"
"515","185-11",185,11,1,"SemRel","unint","rel","plur","The","banana","near","the","popular","sundaes","I",6,4,7,7,6,3,8,6,3,1,3,2,10.61,59.14,23.22,0.53,1.06,1.78,1.38,0.18,5.5,5,4.17,0,0,2.5,0,0,0.32,3.83,"C","",185,11,"the banana near the popular sundaes is yellow"
"516","185-12",185,12,1,"SemRel","unint","rel","plur","The","bodyguard","near","the","nervous","actresses","A",9,4,7,9,8,3,6,8,3,1,2,3,5.71,59.14,67.04,2.25,0.83,1.78,1.83,0.51,3.92,5.42,4.92,0,0,0,0,0,0,6,"P","",185,12,"the bodyguard near the nervous actress(sic) was busy"
"517","185-13",185,13,1,"SemRel","unint","rel","sing","The","bicycle","by","the","warped","tire","I",7,2,6,4,8,2,4,4,3,1,1,1,6.55,1212.84,1.35,2.43,0.88,3.08,0.37,0.54,6.67,5.42,5.08,2.5,0,0,0.32,0,0,5.33,"C","",185,13,"the bicycle by the warped tire was broken"
"518","185-14",185,14,1,"SemRel","unint","rel","sing","The","caddy","near","the","charismatic","golfer","A",5,4,11,6,4,3,10,6,2,1,4,2,2.73,59.14,0.8,1.1,0.57,1.78,0.26,0.32,6.92,6,5.33,0,0,5,0,0,0.45,5.83,"C","",185,14,"the caddy near the charismatic golfer was enthusiastic"
"519","185-15",185,15,1,"SemRel","unint","rel","sing","The","church","near","the","giant","cross","I",6,4,5,5,6,3,5,4,1,1,2,1,68.73,59.14,20.18,30.35,1.84,1.78,1.33,1.5,6.33,7,4.5,2.5,0,10,0.32,0,0.64,6,"C","",185,15,"the church near the giant cross was full"
"520","185-16",185,16,1,"SemRel","integ","unrel","plur","The","eraser","for","the","novelty","pens","I",6,3,7,4,6,3,7,4,3,1,3,1,1,6749.25,1.67,2.51,0.3,3.83,0.43,0.55,3.33,5.11,4.08,0,2.5,2.5,0,0.32,0.32,4.25,"C","",185,16,"the eraser for the novelty pens was pink"
"521","185-17",185,17,1,"SemRel","integ","unrel","plur","The","waitress","for","the","impatient","seniors","A",8,3,9,7,6,3,8,6,2,1,3,2,9.67,6749.25,4.04,2.43,1.03,3.83,0.7,0.54,2.17,1.75,3.08,0,0,0,0,0,0,5.33,"C","",185,17,"the waitress for the impatient seniors was annoyed"
"522","185-19",185,19,1,"SemRel","integ","unrel","sing","The","resort","with","the","elaborate","garden","I",6,4,9,6,6,3,8,5,2,1,4,2,6.65,6749.25,2.98,26.29,0.88,3.83,0.6,1.44,3.67,3.67,4.33,0,0,0,0,0,0,6.5,"C","",185,19,"the resort with the elaborate garden was expensive"
